wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
328,0.362293655,0.213523963,0.142841244,0.110961321,0.073467442,0.033907098,0.033862425,0.079713571,0.069694293,0.151618053,0.166772067,0.105753023,0.165916933,0.078641217,0.078186922,0.100182061,0.074458314,0.114286835,0.183983358,0.412915064,0.083812142,0.08712843,0.100544315,0.316390711,0.3119102,0.48877455,0.111472463,0.111708037,0.098767539,0.098958945,0.154418718,0.109580489,0.143552748,0.158207099,0.126241378,0.140258324,0.246228806,0.133534481,0.171308842,0.333646483,0.099513806,0.147604962,0.254678346,0.571009178,0.580222455
329,0.361970352,0.210758047,0.142436398,0.110289343,0.07203815,0.034086596,0.033191952,0.07910047,0.069592566,0.151641517,0.162921876,0.105184581,0.164675013,0.078564686,0.077245298,0.099837738,0.073838046,0.113013673,0.181891341,0.410917454,0.084393013,0.087465434,0.098938629,0.318245911,0.313585672,0.487612272,0.110679817,0.11117898,0.098761271,0.099263263,0.150986075,0.109182014,0.144070146,0.160133994,0.124395264,0.138247052,0.247889139,0.132217134,0.168597018,0.331986848,0.098088386,0.147751824,0.251411747,0.566500914,0.578208134
330,0.361001966,0.210239132,0.141962327,0.111767614,0.073082405,0.033883059,0.034841688,0.079415872,0.071306948,0.151126365,0.164717906,0.105963953,0.167184227,0.078743572,0.079433786,0.100478649,0.075317539,0.113695421,0.183223653,0.415473627,0.085275547,0.08802841,0.100320915,0.323971282,0.319398677,0.489104424,0.112820891,0.109918513,0.09958071,0.100967733,0.152838844,0.112141142,0.146427776,0.161385632,0.125449304,0.136270735,0.248038589,0.133605883,0.168431289,0.338789263,0.096798191,0.14980032,0.253113223,0.574687692,0.584513334
331,0.364726337,0.209105956,0.138602919,0.110541227,0.072517641,0.033550802,0.034562402,0.082291437,0.070280742,0.152926404,0.163328596,0.10347582,0.165672685,0.077781525,0.078741239,0.099115841,0.073779242,0.112260535,0.181106339,0.422310865,0.084028734,0.086908648,0.099302596,0.331210305,0.32300029,0.493867509,0.11128204,0.112063419,0.101148396,0.098858097,0.157154554,0.10933478,0.144441364,0.162487319,0.127515508,0.137267118,0.251207562,0.130463685,0.166212066,0.336941635,0.095698155,0.146888358,0.249251458,0.572384424,0.578497854
332,0.36355224,0.211228582,0.141573569,0.110603562,0.072362961,0.035073817,0.033137938,0.079130737,0.069976386,0.149376436,0.163240789,0.104388564,0.167818206,0.077695727,0.078201361,0.098075714,0.076456329,0.111901991,0.183948107,0.41952538,0.084005717,0.088115746,0.099100175,0.330975056,0.326993631,0.494413714,0.111134608,0.111118374,0.096958202,0.097513913,0.155059738,0.110889369,0.145501281,0.164559564,0.127391801,0.137090544,0.253507734,0.130106085,0.16650059,0.336041527,0.09743654,0.148160672,0.253618134,0.57763032,0.585287416
333,0.363488079,0.209739903,0.141065779,0.108742272,0.073016601,0.033482073,0.033743501,0.079379796,0.069264424,0.150557699,0.159301975,0.104001783,0.167039934,0.076642808,0.078645374,0.099673387,0.075557132,0.112412283,0.18308193,0.421018334,0.082847181,0.086461921,0.099443182,0.330592113,0.325405495,0.491967301,0.111548292,0.109764713,0.096712875,0.097885546,0.155009365,0.109936133,0.146376224,0.164185606,0.12657176,0.137653876,0.251787267,0.128240882,0.164429228,0.333120102,0.097024359,0.147596537,0.250568868,0.577242675,0.586120755
334,0.361612298,0.207948174,0.139669336,0.107794972,0.072065978,0.033366395,0.033677343,0.079559212,0.068132796,0.150346545,0.158689338,0.103567427,0.165652152,0.076320154,0.078409078,0.099016473,0.074249916,0.111932592,0.181608349,0.419529687,0.083094883,0.086298555,0.097560795,0.328388378,0.327763495,0.486545456,0.110058344,0.108822712,0.097523966,0.098415961,0.156600693,0.110751551,0.146247681,0.163657767,0.125664279,0.13664306,0.250676748,0.126564026,0.161449201,0.336812749,0.095056783,0.146048292,0.250683064,0.580221172,0.581374311
335,0.361036627,0.20808744,0.14151124,0.108301296,0.07181995,0.032597731,0.03356889,0.079774636,0.068872095,0.151449227,0.157992876,0.104485288,0.16743714,0.075852532,0.080148937,0.099060056,0.075148603,0.111487487,0.18283458,0.421663791,0.081852549,0.08542172,0.098744259,0.330268642,0.326946896,0.490686246,0.110864163,0.109877789,0.098253523,0.097179718,0.155891982,0.109887017,0.14571719,0.165887855,0.12667346,0.136546747,0.256902625,0.126300498,0.162370433,0.339040701,0.096942201,0.146513277,0.253034659,0.575734594,0.591081421
336,0.363432581,0.208954971,0.142142963,0.108668245,0.072355282,0.034190658,0.032990625,0.07807338,0.069735132,0.149654605,0.156020536,0.104385484,0.169541374,0.077852891,0.07916367,0.098122108,0.075691906,0.111233888,0.182380712,0.427022885,0.082195927,0.08723427,0.098166533,0.329230431,0.32566485,0.487912147,0.11302247,0.109519522,0.098144161,0.096872736,0.15764754,0.110707819,0.145270584,0.165893117,0.127734342,0.135956806,0.254307129,0.125521952,0.159691734,0.339247125,0.097868338,0.145376161,0.250791223,0.578799371,0.591772724
337,0.362246353,0.206743586,0.141450218,0.109364237,0.071839315,0.034157939,0.033381046,0.077452667,0.068766633,0.148838994,0.156752544,0.103962221,0.167936706,0.076239559,0.079028433,0.099221335,0.075145841,0.112785006,0.183979842,0.425705452,0.081215077,0.088061966,0.098669207,0.330602145,0.327004435,0.484405558,0.11103495,0.108882448,0.097204174,0.096730997,0.157929056,0.111700714,0.147409141,0.166278671,0.127138036,0.135381126,0.255550805,0.124429562,0.159249744,0.339593442,0.095825154,0.147022126,0.25141405,0.582662587,0.590015926
338,0.363535659,0.209222427,0.1409734,0.10758249,0.072054313,0.032411998,0.033312505,0.077734002,0.069506618,0.148798555,0.153262907,0.10315221,0.168703735,0.075281045,0.079106237,0.098126256,0.074831257,0.113075345,0.18199415,0.427509797,0.082500953,0.086879671,0.098407243,0.327092064,0.327525074,0.487779317,0.110542619,0.10891621,0.098100994,0.096222231,0.157889368,0.111350236,0.145996288,0.168331277,0.128475065,0.133950988,0.256641792,0.123719354,0.159523889,0.337521621,0.097755364,0.145805307,0.249589631,0.579650114,0.588464237
339,0.364387409,0.20917812,0.141358207,0.108729921,0.070776674,0.033186674,0.034380376,0.077937981,0.069521196,0.151004638,0.153129765,0.105350328,0.168299991,0.075862979,0.077384021,0.097329952,0.074422661,0.113141776,0.184138807,0.430297588,0.082488134,0.086957941,0.099527683,0.325937509,0.330384696,0.484586795,0.112353629,0.109781676,0.096732241,0.096803573,0.15984088,0.112184771,0.149213846,0.169342835,0.130471729,0.135662567,0.256847767,0.124628692,0.156269402,0.342725463,0.096917098,0.146596597,0.249327339,0.583111307,0.596305109
340,0.363032811,0.208480765,0.140307501,0.108546349,0.070951021,0.033410789,0.033682225,0.077712564,0.068873103,0.148941078,0.154001475,0.103260301,0.168558379,0.075173977,0.077913001,0.098206179,0.073962701,0.113703852,0.183461394,0.430339261,0.082958192,0.087195407,0.099186257,0.32689478,0.328616519,0.484718689,0.112043352,0.109300264,0.096096998,0.09627665,0.15987868,0.11350832,0.149179276,0.169078587,0.129502358,0.134170285,0.257423528,0.123991296,0.156819205,0.343091371,0.096045673,0.14582023,0.249761335,0.584383672,0.595809297
341,0.365262234,0.208789794,0.140276278,0.109557488,0.072553237,0.033531103,0.033301408,0.077878625,0.069243993,0.148612418,0.153564314,0.104536708,0.166963049,0.075691801,0.078232879,0.098535908,0.075257348,0.113221516,0.183749966,0.432398747,0.083731151,0.088196353,0.099786379,0.324024609,0.327327361,0.483685983,0.113399715,0.108531817,0.096275678,0.097081078,0.159792624,0.114303846,0.148497808,0.17003487,0.127911075,0.133512036,0.255349299,0.122405007,0.156149303,0.343495398,0.096407955,0.14639454,0.251878755,0.586546761,0.598868427
342,0.363866524,0.209904751,0.14021063,0.10870531,0.071971763,0.03242034,0.033294679,0.077934651,0.068942733,0.146258178,0.151500613,0.103362427,0.166208931,0.075354748,0.077570713,0.098415656,0.074925727,0.111889612,0.184952411,0.435218441,0.084268332,0.086669038,0.098453771,0.323714138,0.325541663,0.480723153,0.114098725,0.109184302,0.097975995,0.09669859,0.162578946,0.114572709,0.150937033,0.169462104,0.127186219,0.13219225,0.25402205,0.121047821,0.154218237,0.34233966,0.095629426,0.144495251,0.248443616,0.589877852,0.597199446
343,0.362957457,0.208105221,0.142542001,0.108095668,0.070803114,0.033525698,0.032949404,0.078980799,0.069912367,0.147444873,0.150736021,0.103167656,0.165939504,0.074196224,0.076656223,0.098514443,0.076229582,0.113138452,0.183475362,0.43724718,0.082554585,0.087191167,0.099647814,0.318359347,0.324951856,0.483942675,0.115101753,0.108533791,0.097503001,0.097588643,0.163688672,0.114216849,0.15108446,0.170148442,0.126255884,0.131669201,0.254991602,0.120138627,0.153142038,0.342719947,0.095549989,0.14688938,0.251137359,0.594402914,0.599831113
344,0.364980897,0.208863162,0.141411879,0.108302767,0.072154657,0.033833211,0.033219251,0.077837398,0.067936262,0.147092465,0.150552877,0.103912749,0.164805411,0.073840344,0.077551384,0.097253306,0.074993342,0.114061635,0.184656222,0.438645804,0.08289955,0.086637147,0.100820088,0.317262437,0.322958733,0.479275129,0.115866174,0.1094044,0.096478961,0.095963029,0.163190607,0.115397214,0.151329079,0.168578758,0.126159824,0.131464112,0.254981277,0.119616956,0.152945922,0.343185754,0.096044997,0.144639212,0.250140135,0.590053709,0.602812256
345,0.364600764,0.208909982,0.137916225,0.10848193,0.071130688,0.033092569,0.032952658,0.077915669,0.069113818,0.145801124,0.149599759,0.104063629,0.163118101,0.074493313,0.077961228,0.097990723,0.075044003,0.112928897,0.186379199,0.43821106,0.084633328,0.087747976,0.100273852,0.313767048,0.318983984,0.47644743,0.116771314,0.107795426,0.095789798,0.096594165,0.163518101,0.114696835,0.152619825,0.170125584,0.124957932,0.130215032,0.253224113,0.120352191,0.152224421,0.340501679,0.095661809,0.144461582,0.248879041,0.589969643,0.604588583
346,0.362211315,0.208709532,0.141364457,0.108607457,0.071124677,0.032814891,0.033862425,0.078741308,0.06947044,0.145705173,0.148698672,0.105382957,0.164151621,0.073945075,0.077526546,0.098435606,0.075723122,0.115583124,0.184659701,0.439616853,0.084000751,0.087265965,0.100946253,0.313673674,0.317920986,0.472839949,0.116950282,0.106997128,0.096598299,0.095707874,0.164139246,0.119937853,0.1542369,0.170730601,0.125271433,0.130009432,0.254639971,0.11942278,0.154488989,0.343200645,0.096482655,0.143843048,0.247996458,0.593209296,0.603687086
347,0.363593953,0.208313872,0.140808066,0.108105514,0.071866829,0.032849991,0.03308545,0.077171517,0.068705008,0.14446681,0.149213175,0.103355727,0.165533279,0.073784336,0.076004764,0.099127571,0.074730771,0.114784775,0.186248927,0.439214725,0.083941335,0.088848889,0.100235477,0.308016651,0.313673064,0.469327647,0.115844732,0.108139417,0.096502609,0.096394027,0.166885086,0.119150636,0.155544616,0.171671105,0.123853507,0.129988906,0.256619205,0.11882447,0.149986842,0.343116,0.095271468,0.144100907,0.247082086,0.599307282,0.60508579
348,0.36425764,0.208894213,0.140059156,0.107482141,0.070859826,0.032773758,0.032774926,0.078097141,0.06849631,0.144369345,0.147027692,0.104024233,0.164061716,0.07331734,0.077840622,0.098342851,0.075673427,0.114424664,0.187478971,0.442279079,0.08348242,0.087207307,0.101566181,0.305330106,0.312672162,0.46473803,0.117121356,0.106994506,0.095378903,0.096019929,0.167027627,0.121708599,0.156256754,0.171587191,0.12618077,0.129554844,0.254438226,0.116748192,0.150130217,0.343094641,0.094726063,0.14412574,0.247091945,0.597997498,0.604028759
349,0.365393216,0.209139908,0.139627065,0.10681674,0.070765177,0.032934451,0.033316675,0.078006352,0.068684676,0.144189696,0.144656127,0.103756525,0.162185927,0.073064799,0.077085364,0.098913833,0.076800502,0.114660801,0.186503599,0.442860976,0.084004432,0.088166141,0.102518784,0.300567574,0.31181932,0.464319059,0.118178244,0.10737717,0.09544812,0.096378109,0.169882146,0.123327681,0.15594977,0.169146301,0.125427648,0.130156641,0.255536381,0.116075327,0.148819033,0.34338422,0.095310434,0.145403572,0.247583863,0.597531507,0.608823067
