wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
493,0.562319216,0.36513234,0.075067873,0.274314102,0.315188496,0.063745123,0.063154259,0.243111536,0.111759516,0.089689192,0.185470667,0.089695588,0.436543937,0.188990956,0.173178601,0.04918298,0.155626487,0.171859302,0.935480698,0.573167475,0.347922551,0.186618978,0.085943884,0.037873501
494,0.563571973,0.361255947,0.074919436,0.272197889,0.315412218,0.063411957,0.062749498,0.239126842,0.111528256,0.087637829,0.19003008,0.089405108,0.432049357,0.187505024,0.176203815,0.049150773,0.157946067,0.16652113,0.929576041,0.57026845,0.34627646,0.185005511,0.086115044,0.03695887
495,0.571199998,0.356875434,0.076232864,0.27218502,0.315275494,0.064195165,0.063748315,0.234232831,0.11206737,0.087596617,0.1977791,0.091679274,0.431461534,0.186467265,0.181711229,0.04939473,0.164149408,0.161086622,0.937393622,0.570978104,0.347407677,0.186009922,0.085910063,0.037127065
496,0.576386973,0.351752805,0.077214967,0.270418774,0.315430526,0.064721474,0.064445729,0.228313882,0.11139547,0.085899657,0.208084109,0.092368365,0.43024858,0.185173562,0.186441809,0.049593949,0.171869885,0.155842125,0.936497764,0.569494047,0.346662856,0.187525009,0.086684926,0.037917625
497,0.577525269,0.34623753,0.076672097,0.272586392,0.315001443,0.064340981,0.064962919,0.22306243,0.110793993,0.083263122,0.217106729,0.094289324,0.426986334,0.183446468,0.191312244,0.049719181,0.177495239,0.150021604,0.935138762,0.568482709,0.346480935,0.187248298,0.086391836,0.037790486
498,0.579637133,0.34473071,0.078332839,0.270815382,0.318335565,0.065424528,0.065397309,0.217937388,0.110660408,0.083172187,0.226998806,0.095670402,0.42401612,0.182231506,0.196268874,0.049762866,0.182429595,0.144316668,0.935581877,0.572303802,0.347301323,0.187164951,0.087144841,0.037608071
499,0.582847168,0.341456845,0.079287295,0.269449086,0.319559542,0.065278071,0.06615347,0.214122677,0.111132161,0.08283508,0.23657353,0.096985703,0.423273116,0.179771568,0.202679271,0.050070029,0.188071649,0.138292186,0.935885429,0.572272356,0.347279652,0.187708061,0.087162738,0.037342614
500,0.586884749,0.340772807,0.07982086,0.267342475,0.321475173,0.066293853,0.066254961,0.209835405,0.111554012,0.082778209,0.24618488,0.098062217,0.421989365,0.177721114,0.207828645,0.049659716,0.194592543,0.134063487,0.938060961,0.572309542,0.348410136,0.187094703,0.08755402,0.037515939
501,0.586619135,0.336442551,0.082157566,0.264211856,0.322134332,0.065916614,0.067194495,0.204842014,0.11039772,0.08231053,0.258050873,0.100102165,0.419339727,0.175678083,0.212391533,0.049851624,0.200014086,0.128832501,0.931879537,0.570565486,0.346596013,0.18502331,0.088247945,0.037938687
502,0.587641744,0.335956406,0.083276655,0.265643257,0.322476985,0.066154146,0.067662331,0.203093722,0.110872136,0.081843921,0.268487179,0.102450648,0.416723406,0.175663081,0.221097378,0.049899744,0.208120421,0.124663784,0.937273502,0.572904645,0.350859468,0.187527319,0.088033667,0.037973001
503,0.58881975,0.333090239,0.084727626,0.264106878,0.322835578,0.066661771,0.068211418,0.199830728,0.109953848,0.080244624,0.27897216,0.104959209,0.412711536,0.175064344,0.227452507,0.050209152,0.215472022,0.119366871,0.940569061,0.572646959,0.351471249,0.187015195,0.087438683,0.03762646
504,0.58876433,0.325645887,0.085902718,0.262893298,0.323019329,0.066372281,0.068399537,0.194170797,0.10893238,0.079378927,0.292033157,0.106623738,0.4099551,0.172202692,0.233625555,0.049932532,0.220597115,0.113968232,0.938439273,0.575755377,0.349797514,0.18889506,0.087370381,0.038111607
505,0.586353238,0.321415699,0.087687107,0.262906105,0.323109733,0.067363354,0.06944184,0.190595613,0.108725959,0.078968164,0.303138839,0.109502808,0.408141667,0.169128959,0.240441743,0.050002537,0.224758772,0.109939062,0.937844365,0.573741795,0.348759851,0.188178275,0.087226199,0.037805552
506,0.588230737,0.318062158,0.089395555,0.260496617,0.321367645,0.067311422,0.070433646,0.187204418,0.108071807,0.078904784,0.314643757,0.1129935,0.405118319,0.1682839,0.246473466,0.05038707,0.230020606,0.10589922,0.937579084,0.572410339,0.349336392,0.187817264,0.087334317,0.037817939
507,0.588160867,0.316932987,0.092130331,0.257969993,0.323572224,0.066732046,0.070533457,0.184318943,0.108033421,0.077672258,0.328405318,0.116011818,0.40355799,0.166175571,0.255194739,0.050187119,0.235962619,0.101944727,0.940385818,0.572112056,0.35022276,0.187130644,0.08675823,0.037560643
508,0.586350537,0.313726877,0.094180929,0.257991465,0.322672592,0.068118025,0.071395893,0.18059418,0.108090059,0.07724271,0.341469129,0.119533958,0.399213073,0.165033812,0.266414065,0.049776188,0.24233981,0.097505175,0.941294254,0.573245872,0.351617242,0.188855493,0.087055325,0.038128455
509,0.589134473,0.308377167,0.096172002,0.256452098,0.321482764,0.067701227,0.072610218,0.177483193,0.107287732,0.07623957,0.350593092,0.123220268,0.396807729,0.162782338,0.273922341,0.049892008,0.2485462,0.093127339,0.939747677,0.5735408,0.351227434,0.187188182,0.087359719,0.037444563
510,0.587187236,0.304197822,0.099309988,0.254228942,0.321888842,0.067478109,0.073443976,0.174660497,0.106342372,0.075971212,0.363470984,0.127198484,0.392934752,0.161946506,0.283689575,0.05016186,0.252656424,0.090067578,0.938564118,0.573443688,0.352367963,0.187616071,0.087776262,0.037158781
511,0.585936671,0.299769915,0.102106081,0.253189229,0.323299206,0.06816015,0.075058242,0.171477997,0.106016298,0.074460453,0.377431189,0.131494977,0.389366581,0.160054793,0.295078266,0.050421111,0.258503353,0.086475123,0.93844791,0.573020818,0.350906926,0.189036068,0.08933284,0.037836713
512,0.586060037,0.297939502,0.10492703,0.251460151,0.321318892,0.068851435,0.074984819,0.166598369,0.106069551,0.07348961,0.388605155,0.135696894,0.382738347,0.157608764,0.306450977,0.049754003,0.264180479,0.083172712,0.93950468,0.571736654,0.352406857,0.187552614,0.088227815,0.037043835
513,0.586570537,0.294807335,0.108366775,0.250363368,0.31977285,0.069597437,0.076497292,0.16383444,0.105058637,0.071492778,0.400084913,0.140532675,0.378720536,0.156126617,0.317932762,0.049792829,0.268822912,0.080089445,0.943614721,0.572705218,0.352942505,0.187622525,0.088132291,0.03693662
514,0.586156629,0.291029623,0.112144705,0.246784609,0.318571978,0.069519134,0.078065018,0.159299009,0.104351745,0.071543491,0.410394377,0.144944523,0.371848292,0.153557218,0.330235093,0.049580635,0.274499616,0.077994953,0.941219562,0.575417609,0.354420666,0.188012275,0.088182163,0.037281964
515,0.583133609,0.286445868,0.115934292,0.243627792,0.31500234,0.069610295,0.078477062,0.15766322,0.103783266,0.069966876,0.418983968,0.151136044,0.366149788,0.15132067,0.340796687,0.04962731,0.278681259,0.074813244,0.937520203,0.574878339,0.35387339,0.188183637,0.087524263,0.036867434
516,0.581459963,0.282467494,0.119792661,0.242136791,0.315607166,0.070335842,0.079173546,0.154083698,0.102306132,0.06900885,0.428826169,0.156676952,0.360602038,0.148210233,0.354712391,0.049875083,0.282157497,0.07240493,0.936617763,0.573943779,0.353767717,0.188964639,0.088022829,0.037577576
517,0.578366903,0.2777984,0.123525201,0.239726366,0.314132393,0.069859827,0.080803222,0.150031968,0.101903712,0.068020823,0.44199008,0.163493223,0.356594744,0.145762177,0.366665121,0.049788787,0.286936896,0.069909703,0.936525738,0.571330103,0.353223763,0.188724349,0.088718643,0.037541285
518,0.577769529,0.275370303,0.128181147,0.239443559,0.314690295,0.070490884,0.08334313,0.1482198,0.101629192,0.067749589,0.456461623,0.171938468,0.351546628,0.14382766,0.384852636,0.050291513,0.292760103,0.067742407,0.944524199,0.574086792,0.354331142,0.190377175,0.089417553,0.037321163
519,0.577319137,0.27013531,0.134241209,0.237045415,0.313074258,0.071280611,0.084986244,0.145111714,0.101201815,0.066450695,0.466387205,0.178333493,0.346548657,0.140240489,0.396767453,0.049825156,0.29790666,0.065666031,0.939948912,0.575168725,0.354997895,0.189507661,0.088847524,0.037762563
520,0.571348086,0.265227508,0.137805201,0.235127786,0.311321061,0.071187636,0.086010473,0.142242665,0.1002503,0.065757319,0.471787365,0.182779528,0.339464811,0.13818832,0.409261244,0.049303578,0.301002795,0.063497447,0.936356843,0.57185513,0.35354034,0.189626998,0.088126744,0.037144434
521,0.57206148,0.261638537,0.14235211,0.231808372,0.309514539,0.071160329,0.088102854,0.140127137,0.099585204,0.065014611,0.480894463,0.192169001,0.334596939,0.135419341,0.421810127,0.049283558,0.305540758,0.061833032,0.935600809,0.5738249,0.352693272,0.188874898,0.088676719,0.037558199
522,0.573989342,0.257582103,0.147018327,0.227732253,0.307584241,0.071758801,0.090714117,0.138974976,0.100286505,0.064287556,0.487561802,0.201102271,0.328710238,0.133161538,0.438317441,0.049210246,0.309781394,0.060556652,0.937285518,0.574031348,0.353257947,0.18935386,0.087665967,0.037359063
523,0.572976706,0.254893674,0.151510643,0.226155368,0.303324068,0.072260184,0.092289345,0.135260548,0.099771794,0.063477695,0.495858068,0.210465306,0.323843823,0.13041383,0.455094873,0.049885528,0.313571537,0.05963877,0.9359578,0.576181072,0.353503513,0.189563931,0.088051457,0.037362429
524,0.56904096,0.250836408,0.155308248,0.224258848,0.301687858,0.072776557,0.094229001,0.131848561,0.099078978,0.062306261,0.504437933,0.21848615,0.317653388,0.129274104,0.468888113,0.049007204,0.315796839,0.057828165,0.934981496,0.575064005,0.351810749,0.189303688,0.089049076,0.037262205
525,0.566764485,0.247691729,0.15968582,0.224907821,0.297922108,0.072939992,0.097271052,0.130701524,0.098910071,0.06180478,0.51129022,0.22936089,0.31376035,0.128168789,0.484311801,0.04890302,0.321602325,0.056578526,0.940217722,0.575531602,0.353033389,0.189935746,0.089785155,0.037242733
526,0.564620832,0.244589132,0.16428022,0.222043004,0.298740646,0.073898301,0.099913208,0.128346857,0.099599686,0.061035782,0.519316986,0.239449711,0.305364397,0.124643196,0.495161117,0.049359297,0.323172565,0.055229295,0.937963231,0.574304433,0.353274537,0.19066851,0.089541703,0.037225923
527,0.561149325,0.241577765,0.167662914,0.22039779,0.296334565,0.074571992,0.102460912,0.125947141,0.099335829,0.060628267,0.523988888,0.247466439,0.300443633,0.123209712,0.509597625,0.048915272,0.325516275,0.053786895,0.937567813,0.570979057,0.352136399,0.190914554,0.090051086,0.036976184
528,0.561538622,0.239086364,0.170726225,0.217913174,0.294077186,0.074676903,0.105088316,0.123670526,0.099627262,0.059795928,0.531443153,0.254896798,0.294774516,0.121463192,0.521840036,0.048993929,0.327401031,0.053424983,0.938124319,0.568555718,0.352119154,0.190769855,0.090224427,0.036867766
529,0.556776355,0.236867192,0.174372595,0.215739822,0.291700693,0.075382492,0.10849452,0.121361604,0.100579485,0.059370449,0.538606476,0.267937318,0.290113766,0.118586917,0.539106184,0.048887882,0.330943925,0.051898797,0.937670543,0.572003992,0.353423328,0.189680351,0.090869783,0.037201931
530,0.553139899,0.233631533,0.175620614,0.213825545,0.289103525,0.075160512,0.111439044,0.119284329,0.100023482,0.058265015,0.539804929,0.273835296,0.285505498,0.11629105,0.550591164,0.048300965,0.331842866,0.050569006,0.933542828,0.571216135,0.352530539,0.189401239,0.091178483,0.036895025
531,0.549652997,0.233350978,0.176087957,0.211503708,0.287360485,0.075177553,0.114179075,0.117774342,0.099730804,0.057783235,0.539797591,0.279391365,0.281495498,0.114918231,0.559002102,0.048167979,0.331259128,0.049953823,0.932174315,0.566969538,0.351204674,0.189084905,0.090741579,0.036644415
532,0.550638502,0.233525333,0.177858673,0.211125093,0.284470669,0.075554707,0.119385567,0.118313096,0.10116756,0.058041563,0.545092655,0.288063038,0.276048163,0.114651181,0.574371682,0.048742266,0.333296659,0.049583661,0.932585197,0.565796833,0.353520552,0.189801466,0.090201872,0.036978954
533,0.547403475,0.230735464,0.179740651,0.208909683,0.283182212,0.07595922,0.124700139,0.116296829,0.100787021,0.057835358,0.548597456,0.298149677,0.269849285,0.1134924,0.589160443,0.048239005,0.338411553,0.04896204,0.929881953,0.568152626,0.35391885,0.190288896,0.091671743,0.036940552
534,0.544068732,0.228951963,0.181510746,0.207156698,0.282467433,0.076296407,0.130376342,0.115492437,0.100893657,0.057360672,0.554278691,0.309110471,0.264603075,0.11252706,0.602235578,0.048648687,0.341702312,0.048138974,0.929367561,0.569183802,0.352631852,0.19115826,0.092420386,0.037040905
535,0.540125524,0.228384573,0.181139076,0.206559109,0.281173948,0.076876268,0.133489326,0.114748974,0.101492854,0.057015064,0.553048868,0.314072856,0.259225951,0.110434927,0.606213527,0.048773795,0.340857663,0.047019592,0.926888867,0.567171487,0.352240255,0.191104377,0.092142624,0.036749721
536,0.53818345,0.227581964,0.1805434,0.204994016,0.281055536,0.076057898,0.139307516,0.113652363,0.100415683,0.056592364,0.555509835,0.320856901,0.255035575,0.110808244,0.616046675,0.048533755,0.340448973,0.047334397,0.92915647,0.567116366,0.350632013,0.189441228,0.091939349,0.037130995
537,0.534513887,0.227175913,0.180347767,0.204443361,0.28378288,0.077437632,0.146883474,0.113383683,0.101444733,0.056951633,0.56257765,0.331368993,0.250328709,0.111131826,0.631139374,0.048986206,0.341888459,0.046473387,0.935827763,0.568633639,0.353919761,0.190588604,0.092951532,0.037017463
538,0.529186274,0.226041352,0.179863574,0.203901081,0.2842005,0.077523514,0.151760782,0.112113554,0.101243515,0.05667981,0.562528959,0.337807287,0.244292099,0.110706507,0.637771067,0.049271111,0.342652076,0.045831427,0.931071877,0.568643962,0.354259985,0.189606841,0.093264758,0.037198673
539,0.527514254,0.225988942,0.178960579,0.201990641,0.28359384,0.077378102,0.157167772,0.111937744,0.10172069,0.056384019,0.557820185,0.343597051,0.240133266,0.110857879,0.64142945,0.049231126,0.341806908,0.045451457,0.930874155,0.566581772,0.354236133,0.189753417,0.092851151,0.036938937
540,0.522524559,0.224376004,0.176693419,0.200215519,0.283223141,0.076735393,0.164200449,0.110888726,0.101736607,0.05682044,0.559223737,0.350829062,0.234939925,0.110366717,0.649689843,0.049279096,0.342260498,0.045015312,0.932503671,0.569003638,0.354299719,0.18825391,0.09335545,0.036999499
541,0.517094878,0.224417086,0.17557832,0.1991703,0.285031796,0.077347391,0.17101527,0.11000593,0.102427689,0.05636668,0.56267239,0.361009238,0.228449844,0.11160018,0.657343743,0.049427097,0.344156207,0.04546008,0.935760194,0.573765384,0.355603949,0.189991136,0.094386493,0.037101231
542,0.509350086,0.222092385,0.173534776,0.195872294,0.284601052,0.077412094,0.17790225,0.108388686,0.10126674,0.057046903,0.560068976,0.365634705,0.221659252,0.110887697,0.662210671,0.049396299,0.341504214,0.044055159,0.931108676,0.574824859,0.354734872,0.190204327,0.094002493,0.036732233
543,0.508168376,0.221846705,0.171614671,0.195049672,0.284046553,0.077060391,0.181886461,0.107091143,0.101009728,0.056872073,0.557713279,0.368003903,0.217625934,0.110288696,0.666924438,0.049419427,0.339842011,0.043869474,0.93050922,0.57419169,0.35225626,0.189509355,0.094161008,0.036635749
544,0.507136231,0.22282564,0.170554172,0.194785322,0.285640735,0.07760071,0.186709851,0.107412947,0.10080182,0.057071836,0.557471768,0.373591278,0.213271017,0.11073952,0.672928687,0.049404914,0.339432695,0.044131565,0.933246692,0.575335574,0.352440138,0.190136802,0.09404052,0.036735642
545,0.503800057,0.223827109,0.16929768,0.192538205,0.287114908,0.078086619,0.192425294,0.106688687,0.101644013,0.058030089,0.557694042,0.382769471,0.208672789,0.111609966,0.679583195,0.04985166,0.338661525,0.043733298,0.93491537,0.572335301,0.353376767,0.190610648,0.094662701,0.036930028
546,0.50193927,0.221022676,0.16711657,0.192708413,0.290602474,0.078884737,0.19750039,0.106131037,0.102427766,0.057670254,0.557886182,0.389498699,0.205014912,0.111843594,0.685112829,0.050463105,0.336870414,0.043777937,0.935179342,0.573345814,0.355208038,0.191157073,0.095022525,0.037172739
547,0.499445093,0.220330193,0.165851621,0.19178336,0.292611974,0.079491599,0.203298803,0.105429313,0.102400857,0.058352615,0.557621624,0.397598489,0.199539848,0.11242855,0.68974791,0.050432732,0.336153027,0.043809964,0.935804165,0.573947884,0.355769903,0.191228123,0.094626548,0.037155935
548,0.494456977,0.220586409,0.164643545,0.192370079,0.294981554,0.079495632,0.207381992,0.104402882,0.103045942,0.05834483,0.558970075,0.404330494,0.195446309,0.112887424,0.692251641,0.050169088,0.335202728,0.043488242,0.936782806,0.576137463,0.357053423,0.191322651,0.094844139,0.036809129
549,0.490743649,0.21843196,0.162075985,0.18949475,0.294133508,0.079643627,0.212411399,0.103914926,0.102767277,0.057667528,0.555436328,0.408109425,0.190718207,0.113472269,0.695409321,0.050328178,0.33256322,0.043440658,0.936383231,0.573966492,0.354892171,0.189971071,0.0947085,0.036498879
550,0.488566646,0.2185691,0.160747664,0.188969523,0.297950208,0.080317425,0.219061606,0.103850329,0.103966942,0.058810718,0.556588674,0.416723365,0.187127873,0.114457504,0.701515292,0.050935157,0.328966736,0.043558306,0.938106317,0.575927543,0.357077432,0.191033527,0.094641302,0.036578225
551,0.487556433,0.217519378,0.159218266,0.188796666,0.298187848,0.080925818,0.224894629,0.103476872,0.104380163,0.059007886,0.554872032,0.423581192,0.182469081,0.11360845,0.707929734,0.051188187,0.326791448,0.043803894,0.936873857,0.574426984,0.357209093,0.190350054,0.094414154,0.036596749
552,0.485507062,0.218600895,0.156920741,0.187641301,0.300603663,0.08083314,0.230079438,0.102432551,0.105752641,0.058970616,0.553227685,0.431360431,0.179504268,0.115225686,0.712755997,0.051291899,0.321616205,0.043180044,0.936830501,0.577452427,0.355145988,0.191297318,0.095068914,0.03727724
553,0.481060091,0.216251294,0.15467869,0.186381485,0.300963801,0.080799752,0.235776653,0.101871394,0.106641947,0.059324618,0.55319806,0.439970191,0.173508331,0.115492716,0.713394176,0.0518014,0.319573543,0.044022488,0.939923204,0.580057841,0.357368766,0.19153878,0.094873074,0.036608348
554,0.476368345,0.21595862,0.153298324,0.185056749,0.300054334,0.081609749,0.241863895,0.100615409,0.10717143,0.058378881,0.551017245,0.445916067,0.168277189,0.114933678,0.720339558,0.051534476,0.316032776,0.043278294,0.942624004,0.582849219,0.359321904,0.192063017,0.09473185,0.036525993
555,0.475516022,0.215544267,0.152654959,0.184377297,0.29909574,0.081757699,0.243923207,0.100223367,0.107972152,0.05912624,0.548825025,0.453130749,0.16294235,0.114032046,0.725522406,0.051582382,0.313325984,0.043380013,0.942433475,0.583182403,0.360849352,0.192048231,0.095649955,0.036866409
556,0.471280791,0.214911776,0.150460201,0.181790898,0.298758603,0.082716807,0.24874073,0.099439871,0.10946603,0.058588076,0.545178957,0.461632122,0.158011848,0.114185563,0.728094686,0.052222533,0.30878757,0.043413934,0.937861652,0.581735952,0.359557334,0.191110092,0.09429231,0.036999002
557,0.470591903,0.213262035,0.149268116,0.181378039,0.300216363,0.083190646,0.254713524,0.099059301,0.110419374,0.058172429,0.546816518,0.469795404,0.154320496,0.114083348,0.733383917,0.052351429,0.304006132,0.043346336,0.940567838,0.580849295,0.362459624,0.190588771,0.094996706,0.036612517
558,0.462558726,0.211621705,0.146112785,0.179737793,0.299274063,0.08259411,0.258941787,0.097835472,0.110704957,0.057716592,0.546342702,0.477356176,0.150438073,0.113501131,0.736831556,0.05229626,0.30030604,0.042534413,0.940500431,0.577824274,0.362763884,0.190129548,0.094702157,0.036506494
559,0.460618018,0.210793914,0.145591958,0.178693233,0.29856882,0.084408149,0.266511007,0.097692441,0.112315511,0.057590467,0.548428,0.486349686,0.146298509,0.113793221,0.743464142,0.053507751,0.294307613,0.043305494,0.943926686,0.580972799,0.36481167,0.191035608,0.095858396,0.036654286
560,0.456421673,0.209258357,0.144556528,0.177780144,0.298202501,0.08508385,0.270574573,0.096104299,0.114008491,0.057076871,0.548392247,0.494129045,0.143439098,0.113303439,0.74492758,0.054038655,0.289329355,0.042489302,0.943879495,0.581539468,0.36524552,0.191139816,0.095831993,0.036928126
561,0.449396471,0.208499646,0.142597539,0.176458447,0.297368566,0.085691939,0.27525755,0.097201895,0.114100616,0.057339302,0.547370531,0.501931893,0.139709589,0.112263322,0.748251768,0.054259773,0.284529538,0.042266959,0.943308017,0.583898159,0.366926633,0.191847595,0.096200906,0.036750377
562,0.440317727,0.206244215,0.14084651,0.175864577,0.294710088,0.086177778,0.280333699,0.095332614,0.113622434,0.057294244,0.541844341,0.509022897,0.135473953,0.11174881,0.751751631,0.054692731,0.278693771,0.041909623,0.945705987,0.581760957,0.366538918,0.190754693,0.095081526,0.036394328
563,0.434531359,0.205624787,0.139510364,0.172664915,0.292462511,0.087278574,0.283616319,0.094953119,0.11461649,0.057091422,0.538875392,0.518921698,0.13137216,0.110646057,0.751984021,0.055088196,0.273401195,0.042126598,0.94624706,0.581560315,0.367068969,0.191463122,0.094766035,0.036163712
564,0.431280598,0.203340613,0.136830944,0.170757798,0.29269168,0.087367091,0.291385722,0.094505231,0.113976101,0.05742809,0.535092,0.524299784,0.127795791,0.10975313,0.753927371,0.055308708,0.269649545,0.041509376,0.944617984,0.582800505,0.364839828,0.191521038,0.094773476,0.036262598
565,0.424040478,0.202610864,0.134170001,0.166506139,0.290872859,0.089011288,0.297879901,0.093143404,0.114425821,0.056605181,0.531424313,0.528865207,0.124571345,0.10951617,0.753252997,0.055964412,0.264108661,0.041450952,0.939891795,0.584344267,0.364114061,0.189971536,0.094973976,0.036414408
566,0.419290441,0.201618856,0.133935666,0.167083906,0.293391957,0.090244767,0.307035239,0.093333402,0.114063424,0.057443967,0.530311293,0.538900861,0.122651551,0.109128865,0.758278328,0.055894753,0.262178419,0.041496378,0.938863999,0.588340326,0.367907484,0.19304691,0.095175261,0.036652406
567,0.411999007,0.201146089,0.132112527,0.164551674,0.295638141,0.090977047,0.315326055,0.09162355,0.114010213,0.057499191,0.527137212,0.543563954,0.11881606,0.108599446,0.759612859,0.056014087,0.258359724,0.041833093,0.940612293,0.588854927,0.368225,0.193918801,0.09511051,0.036586265
568,0.407401731,0.199540343,0.131648845,0.162566612,0.297482894,0.091221988,0.322392961,0.090903295,0.112074611,0.057660974,0.522407874,0.546704306,0.116716074,0.108582506,0.756605864,0.056263297,0.254331057,0.041297946,0.943811838,0.588574844,0.367992693,0.192943968,0.09493083,0.036415613
569,0.402359025,0.199971371,0.131292056,0.161620957,0.29767209,0.09197236,0.329649248,0.091115334,0.113279546,0.058344775,0.518429487,0.550371905,0.115087552,0.108594982,0.755141753,0.056123758,0.250352929,0.041733551,0.942138502,0.5870298,0.366555523,0.193100362,0.094605766,0.036363477
570,0.397165986,0.198711128,0.129270357,0.159273343,0.298898553,0.092710189,0.338903626,0.090094536,0.113505884,0.058260309,0.513537109,0.551846598,0.112736806,0.109422555,0.758556692,0.057149195,0.24401166,0.04136409,0.942791701,0.583072655,0.366403791,0.193243097,0.094453814,0.036752447
571,0.393237567,0.199514595,0.128238795,0.156041294,0.300266127,0.094506567,0.347653723,0.090274448,0.11284396,0.059260445,0.509487966,0.552720691,0.110255614,0.110658869,0.760324184,0.058123495,0.239837851,0.041152943,0.943831555,0.584159739,0.366786366,0.193647518,0.094264674,0.036657318
572,0.389186283,0.200509975,0.127689285,0.156195514,0.301710665,0.096374048,0.357424038,0.090222031,0.113816897,0.058945965,0.507916112,0.558265599,0.107845521,0.111242016,0.763163865,0.058646377,0.235836715,0.041767119,0.944147997,0.584639999,0.36541113,0.19371396,0.094336971,0.036832029
573,0.381379228,0.199284944,0.126784817,0.153731143,0.30348143,0.096408598,0.365688476,0.089371767,0.113765573,0.059377385,0.501023923,0.560415803,0.10566515,0.111202202,0.763338142,0.058075944,0.230740533,0.041665076,0.941312308,0.584342811,0.365310846,0.193220025,0.093467058,0.03644917
574,0.376676779,0.199004101,0.125780459,0.153478688,0.306960459,0.097742152,0.375870698,0.089087062,0.114727419,0.059643224,0.497672242,0.560960919,0.104455477,0.11282203,0.761581946,0.058855834,0.225923959,0.041140775,0.94561065,0.58236688,0.363654696,0.193062116,0.093563775,0.036469977
575,0.372905833,0.199686692,0.124365492,0.153614454,0.313194871,0.098084268,0.387121483,0.089533878,0.116080837,0.05961149,0.494583647,0.565117751,0.103186097,0.114858094,0.762553897,0.059668638,0.223812859,0.042130292,0.950084979,0.586231368,0.363630987,0.194009927,0.094267776,0.03625098
576,0.370251297,0.199709053,0.123385081,0.152421297,0.319528364,0.099956601,0.400158929,0.089008434,0.117746294,0.060429647,0.490176793,0.567540414,0.102271268,0.116704128,0.76494658,0.061990832,0.219110764,0.041389346,0.9488453,0.583822713,0.364995,0.194095605,0.094560494,0.036017442
577,0.363814863,0.19986515,0.12204295,0.151120685,0.323903812,0.100625398,0.409959229,0.088424272,0.120067571,0.061140086,0.486165088,0.569973093,0.100850743,0.118119546,0.763344239,0.062341277,0.214833906,0.041479608,0.94317803,0.583748014,0.364167728,0.19435553,0.093766831,0.035842764
578,0.361054503,0.200903521,0.120895784,0.151843587,0.329632634,0.103211904,0.421535002,0.089358125,0.124383583,0.062376123,0.483769542,0.574771183,0.101424665,0.120893931,0.766988366,0.064124663,0.210154226,0.042449116,0.949279726,0.583871959,0.366598452,0.196064186,0.094699713,0.036046743
579,0.353156076,0.200895755,0.11893351,0.151386919,0.336920084,0.103416062,0.430569497,0.088635605,0.127634716,0.061739203,0.47953044,0.575915055,0.098626573,0.124040242,0.765764996,0.064510993,0.206302172,0.041365722,0.946385814,0.586331194,0.364584712,0.195442215,0.093488296,0.036103087
580,0.349733636,0.202190362,0.119792385,0.152440052,0.342632691,0.105993649,0.439276469,0.088469715,0.131500424,0.063565065,0.476697546,0.576003384,0.097540903,0.12684228,0.766254859,0.067327099,0.203161779,0.041549875,0.947863965,0.58936214,0.364862159,0.195497393,0.093022185,0.036004623
581,0.345649316,0.201385478,0.118277546,0.151969608,0.349952406,0.107671652,0.451063197,0.08824109,0.137107376,0.064129979,0.470021688,0.577870839,0.097411707,0.131127535,0.763395837,0.070225534,0.197967716,0.042152951,0.945948134,0.587485857,0.363309565,0.195725771,0.093218137,0.036011786
582,0.342024719,0.203486571,0.118064902,0.15291062,0.359695757,0.110180459,0.462374746,0.088753261,0.143337417,0.065330093,0.464255088,0.583978859,0.096836524,0.13541415,0.765123435,0.072668177,0.194763339,0.041939805,0.955330929,0.591431777,0.364668587,0.196386947,0.093596296,0.036244824
583,0.336012301,0.204084058,0.115810067,0.153927661,0.365692698,0.112005546,0.471649989,0.088875443,0.149523033,0.066062551,0.457052127,0.59213767,0.094862167,0.139119586,0.764145735,0.07534024,0.190168323,0.041580977,0.952458966,0.588766161,0.36541537,0.197634566,0.093319288,0.036189511
584,0.33425546,0.207468178,0.116702736,0.153761508,0.372907734,0.113792143,0.478563879,0.089305813,0.157531492,0.066435699,0.45512613,0.595288578,0.095174099,0.144182344,0.767894791,0.078106199,0.185621119,0.041035004,0.951811467,0.588550611,0.365561418,0.197126442,0.093686758,0.035917108
585,0.33084556,0.211374793,0.116000743,0.154311884,0.384145108,0.116139964,0.488749266,0.088889549,0.166607473,0.067139461,0.454090635,0.598588038,0.09437846,0.148633099,0.771331975,0.08121247,0.18228513,0.040660448,0.950841808,0.590867443,0.369126471,0.198809771,0.093204599,0.036012513
586,0.324451854,0.212545909,0.115001202,0.153986691,0.39062045,0.118798542,0.496287576,0.089308946,0.178070275,0.068300487,0.450408564,0.599457642,0.094133139,0.153478236,0.770319759,0.084556737,0.180186766,0.040136771,0.949525487,0.588018548,0.365619622,0.198888539,0.092859266,0.036360804
587,0.320699905,0.215864307,0.114674936,0.154434911,0.400958093,0.121460507,0.503884436,0.088770393,0.188769653,0.069053321,0.446458877,0.600487042,0.093313608,0.159096817,0.769377593,0.090471629,0.175566603,0.040402567,0.949936704,0.583618398,0.367488123,0.197905144,0.092786628,0.03641622
